Date,Open,High,Low,Close,Adj Close,Volume
2024-08-26,3330.7184,3336.5271,3311.5701,3324.2231,3324.2231,9399077200
2024-08-27,3315.686,3320.5667,3299.5635,3305.3338,3305.3338,9580815700
2024-08-28,3298.9089,3305.3496,3274.5881,3286.4956,3286.4956,9269665000
2024-08-29,3273.541,3290.7857,3269.5288,3277.6812,3277.6812,13070233300
2024-08-30,3273.7532,3351.6254,3273.6496,3321.4323,3321.4323,18869544300
2024-09-02,3307.5432,3307.7627,3264.7565,3265.011,3265.011,14761235300
2024-09-03,3261.741,3281.5935,3261.1877,3273.4282,3273.4282,12289730600
2024-09-04,3253.898,3272.9861,3249.9809,3252.1649,3252.1649,10483248200
2024-09-05,3252.96,3266.882,3247.1725,3257.7578,3257.7578,9710945000
2024-09-06,3261.1542,3274.8144,3231.0685,3231.3457,3231.3457,8840041700
2024-09-09,3214.7996,3222.9278,3180.9277,3192.9516,3192.9516,10867306900
2024-09-10,3193.4557,3205.0972,3171.7932,3195.7552,3195.7552,9729007800
2024-09-11,3187.0508,3197.3363,3174.0343,3186.1299,3186.1299,10248211000
2024-09-12,3189.4271,3201.5544,3171.8775,3172.4747,3172.4747,9286865700
2024-09-13,3174.0344,3188.9145,3159.247,3159.247,3159.247,8833667700
2024-09-18,3158.8179,3179.9012,3145.7908,3171.0102,3171.0102,8472281400
2024-09-19,3178.3959,3213.8378,3149.7925,3196.0357,3196.0357,12543927200
2024-09-20,3192.4322,3207.9875,3173.2238,3201.0497,3201.0497,11806409800
2024-09-23,3200.8678,3230.1613,3198.0248,3212.7639,3212.7639,9534485500
2024-09-24,3244.6468,3351.9684,3222.4885,3351.909,3351.909,20407221700
2024-09-25,3403.7021,3465.4882,3393.438,3401.533,3401.533,24156425500
2024-09-26,3399.3188,3545.3249,3391.6772,3545.3204,3545.3204,24313401000
2024-09-27,3617.9203,3708.4951,3596.5833,3703.6849,3703.6849,26548777400
2024-09-30,3846.6515,4038.6968,3796.5045,4017.8545,4017.8545,51021770700
2024-10-08,4450.3675,4450.3675,4094.3519,4256.0962,4256.0962,58986789400
2024-10-09,4168.8436,4197.6,3942.5118,3955.9839,3955.9839,48226929500
